code,name,date,quarter,rank,surprise,company_forecast,rc1,rc2,rc3,narrative,judge,buy_condition,exit_condition,memo,prev_close,next_open,next_close,d5_close,d20_close,gap,ret_d1,ret_d5,ret_d20,shodo,reaction,result,error_type,review_note
7981,タカラスタンダード,2026-07-30,1Q,B,0,未開示,segment_growth,,,中立,監視,株価調整後、出来高増加で注目,業績低迷や出来高減少で撤退,売上YoYおおむね横ばい、営業利益YoYもほぼ維持,3035.0,3025.0,3020.0,3055.0,,-0.0033,-0.0049,0.0066,,フラット,フラット,,,
8285,三谷産業,2026-07-30,1Q,C+,-1,未開示,growth_slowdown,,,中立,見送り,安値更新・出来高増で再検討,更に業績悪化なら撤退,売上YoY減少、営業利益YoYマイナス傾向,712.0,729.0,700.0,724.0,,0.0239,-0.0169,0.0169,,GU,GU失速,,,
8336,武蔵野銀行,2026-07-30,1Q,B+,+1,未開示,earnings_momentum,,,整合,押し目待ち,金利動向安定かつリリーフの反発,金利悪化や貸倒懸念発生で撤退,売上（利息収入）YoY増、営業利益YoY改善傾向,2535.0,2585.0,2577.0,2680.0,,0.0197,0.0166,0.0572,,GU,GU失速,,,
6702,富士通,2026-07-30,1Q,A,+2,上方修正,guidance_strong,segment_growth,,整合,即買い候補,出来高伴う株価上昇を確認後買い,ガイダンス下方修正または利益未達時撤退,売上YoY大幅増、営業利益YoYも堅調。通期上方修正あり,3902.0,3512.0,3659.0,3579.0,,-0.0999,-0.0623,-0.0828,,GD,GD反発,,,
6703,OKI (沖電気),2026-07-30,1Q,B,0,維持,priced_in,margin_pressure,,中立,監視,新規受注増と利益率改善兆しで検討,利益率低下続くなら撤退,売上YoY横ばい、営業利益YoY微減,2776.0,2859.0,2750.0,2872.0,,0.0299,-0.0094,0.0346,,GU,GU失速,,,
6923,スタンレ電気,2026-07-30,1Q,C,-2,下方修正,margin_pressure,bad_news_exhausted,,中立,見送り,コスト構造改善観測が出てから,更なる下方修正時撤退,売上YoY減、営業利益YoY大幅減、通期予想も下方修正,3547.0,3530.0,3491.0,3521.0,,-0.0048,-0.0158,-0.0073,,フラット,フラット,,,
7283,愛三工業,2026-07-30,1Q,B+,+1,維持,segment_growth,,,整合,押し目待ち,自動車需要続伸＋出来高増で検討,需要鈍化兆しで撤退,売上YoY増、営業利益YoY改善、ガイダンス維持,2416.0,2349.0,2404.0,2250.0,,-0.0277,-0.005,-0.0687,,GD,GD反発,,,
9766,コナミグループ,2026-07-30,1Q,A,+2,上方修正,guidance_strong,theme_ai,,整合,即買い候補,ゲーム関連の好調続く確認後買い,ガイダンス減の兆し見られたら撤退,売上YoY大幅増、営業利益YoY急増、通期上方修正あり,21840.0,19840.0,20640.0,20275.0,,-0.0916,-0.0549,-0.0717,,GD,GD反発,,,
6758,ソニーグループ,2026-07-31,1Q,B+,0,未開示,earnings_momentum,theme_ai,,整合,監視,出来高増加かつ株価が決算発表前水準を下回れば,出来高増大と共に急騰した場合見直し,売上・営業利益など詳細未入手。進捗率約91.8%（通期目的比）([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai)),3787.0,3598.0,3589.0,3721.0,,-0.0499,-0.0523,-0.0174,,GD,GD継続,,,
8316,三井住友フィナンシャルグループ,2026-07-31,1Q,B,0,未開示,low_per_value,sector_rotation,,中立,監視,金融株全体堅調なら押し目狙い,金融セクター下落圧力強まれば撤退,進捗率不明、利益実績23兆円台（前本）([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai)),6814.0,6700.0,6614.0,6782.0,,-0.0167,-0.0294,-0.0047,,GD,GD継続,,,
6981,村田製作所,2026-07-31,1Q,A,+1,未開示,segment_growth,theme_ai,,整合,押し目待ち,AI関連トレンド強ければ短期反発狙い,ガイダンス軟調／半導体市況悪化で売却,"直近実績308,643百万円、進捗率105.0%([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai))",7416.0,7566.0,7161.0,7263.0,,0.0202,-0.0344,-0.0206,,GU,GU失速,,,
6503,三菱電機,2026-07-31,1Q,B,0,未開示,earning_momentum,,,中立,監視,建機・重機向け需要好調なら評価上向き,グローバル減速懸念強まれば撤退,進捗率107.4%、利益順調([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai)),5912.0,5712.0,5536.0,5826.0,,-0.0338,-0.0636,-0.0145,,GD,GD継続,,,
7741,HOYA,2026-07-31,1Q,B+,0,未開示,segment_growth,priced_in,,中立,監視,光学セグメントなど新展開期待で,ガイダンス新規性なければ見送り,進捗率101.1%、堅調スタート([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai)),24675.0,24175.0,25260.0,25640.0,,-0.0203,0.0237,0.0391,,GD,GD反発,,,
5802,住友電気工業,2026-07-31,1Q,A,+1,未開示,segment_growth,earnings_momentum,,整合,押し目待ち,電線・自動車向け堅調なら積極検討,業績鈍化兆候あれば撤退,進捗率113.2%、順調な利益進捗([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai)),2184.0,2006.5,2062.5,2129.5,,-0.0813,-0.0556,-0.025,,GD,GD反発,,,
6954,ファナック,2026-07-31,1Q,A,+1,未開示,segment_growth,earning_momentum,,整合,押し目待ち,工作機械需要強化なら狙い目,世界景気後退リスクで撤退,進捗率105.9%、利益進捗良好([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai)),7135.0,6385.0,6114.0,6535.0,,-0.1051,-0.1431,-0.0841,,GD,GD継続,,,
285A,キオクシアホールディングス,2026-07-31,1Q,A,+2,未開示,earnings_momentum,theme_ai,,整合,即買い候補,半導体需給改善、AI用途拡大期待で,価格材料織り込み完了した兆候で撤退,進捗率124.1%、好調な利益状況([kabuyoho.jp](https://kabuyoho.jp/sp/calender?lst=20260731&ym=202607&utm_source=openai)),46500.0,47500.0,49160.0,47730.0,,0.0215,0.0572,0.0265,,GU,GU継続,,,
8306,三菱UFJフィナンシャル・グループ,2026-08-03,1Q,A,0,未開示,turnaround,liquidity_low,priced_in,整合,監視,出足確認後に出来高増加基調かつ金利環境安定時注目,利益率鈍化や金利逆風など見えたら撤退,2027年3月第1四半期（累計）で粗利益+?％、経常・純利益も増益傾向確認次第観察,3567.0,3465.0,3470.0,3510.0,,-0.0286,-0.0272,-0.016,,GD,GD反発,,,
8001,伊藤忠商事,2026-08-03,1Q,A,0,未開示,segment_growth,low_per_value,,整合,監視,商社セグメント安定、ファミマ利益改善傾向確認後評価,為替・資源価格逆風強まれば撤退,2026年3月期通期 収益微増+0.7％、純利益+2.3％、Q1で堅調なら続伸余地,1995.5,2024.5,1980.0,2090.5,,0.0145,-0.0078,0.0476,,GU,GU失速,,,
8058,三菱商事,2026-08-03,1Q,A,0,未開示,segment_growth,low_per_value,,整合,監視,資源・エネルギー市況改善時にリバウンド注意,市況悪化で業績鈍化なら撤退,1Q次第だが総合商社として分散安定、期待,4787.0,4616.0,4738.0,4849.0,,-0.0357,-0.0102,0.013,,GD,GD反発,,,
8002,丸紅,2026-08-03,1Q,B+,0,未開示,segment_growth,low_per_value,,整合,監視,資源価格上昇時に上振れ余地あり,供給鈍化や価格下落あれば注意,総合商社でセグメント成長とPER割安感あり,5132.0,5032.0,4937.0,4950.0,,-0.0195,-0.038,-0.0355,,GD,GD継続,,,
4689,LINEヤフー,2026-08-03,1Q,B,0,未開示,theme_ai,segment_growth,,中立,監視,AI関連収益や広告回復など確認後,収益伸び鈍化や規制懸念顕在化なら撤退,情報通信業、テーマ性あり収益次第評価,446.5,470.0,460.3,488.3,,0.0526,0.0309,0.0936,,GU,GU失速,,,
8601,大和証券グループ本社,2026-08-03,1Q,B,0,未開示,turnaround,liquidity_low,,中立,監視,市場回復・M&A等イベント後に注目,金融政策逆風や流動性低下あれば慎重に,証券業、大和の立て直し進捗と市場環境注視,1812.0,1800.0,1765.5,1788.5,,-0.0066,-0.0257,-0.013,,フラット,フラット,,,
4507,塩野義製薬,2026-08-03,1Q,B+,0,未開示,special_factor,segment_growth,,中立,監視,新薬開発進展・製品売上増確認後評価,臨床遅延や薬価引き下げ懸念あれば撤退,製薬業、新製品や特許収入動向要注目,2898.5,2853.0,2775.0,2842.0,,-0.0157,-0.0426,-0.0195,,GD,GD継続,,,
7189,西日本フィナンシャルホールディングス,2026-08-03,本決算または四半期（銀行業）,C+,0,未開示,liquidity_low,sector_rotation,,中立,見送り,地銀再編進展または金利環境改善時に再検討,低金利継続・貸出伸び悩みなら撤退,地域銀行業、小規模でリスク高く現状見送り,4308.0,4275.0,4260.0,4419.0,,-0.0077,-0.0111,0.0258,,フラット,フラット,,,
8031,三井物産,2026-08-04,1Q,B+,0,未開示,liquidity_low,priced_in,segment_growth,中立,監視,株価反応薄く出来高増加なら押し目機会,下値割れや需給悪化で見送りへ,前期は減収減益ながら営業ＣＦ確保、成長投資と株主還元維持堅調（120字）,4815.0,4764.0,4700.0,4900.0,,-0.0106,-0.0239,0.0177,,GD,GD継続,,,
7203,トヨタ自動車,2026-08-04,1Q,A,-1,上方修正,special_factor,priced_in,sector_rotation,中立,押し目待ち,通期利益上方だが為替前提に懸念、反発期待の押し目,為替悪化やアナ予想未達で撤退検討,営業利益大幅減益ながら通期利益10%以上上方修正、株価は1.4%安推移（120字）,2918.5,2903.0,2914.5,2999.5,,-0.0053,-0.0014,0.0278,,フラット,フラット,,,
2897,日清食品ホールディングス,2026-08-04,1Q,B,-1,未開示,margin_pressure,growth_slowdown,liquidity_low,整合,監視,米州減速・円高影響、下値安定なら監視対象へ,減益幅拡大や負債増で見送り,売上微増ながら利益減（営業↓16%、当期↓17%）、負債25%増で減益重し（120字）,2970.0,2896.0,2775.0,2944.5,,-0.0249,-0.0657,-0.0086,,GD,GD継続,,,
34010,帝人,2026-08-04,1Q,B,0,未開示,segment_growth,priced_in,,中立,監視,業績安定・市況反応薄なら次回に注目,予想外の業績悪化時は見送り,決算提出前だが合成繊維等セグメント安定なら評価余地（120字）,,,,,,,,,,,,,,
80310,三井物産（Duplicate）,2026-08-04,1Q,—,0,—,,,,—,—,—,—,—,,,,,,,,,,,,,,
52010,AGC,2026-08-04,2Q,B+,0,未開示,margin_pressure,sector_rotation,,中立,監視,ガラス製品市況注視、在庫次第で押し目検討,原料高転嫁失敗なら撤退,ガラス素材需給・原料価格に注目、2Q決算発表（120字）,,,,,,,,,,,,,,
64400,JUKI,2026-08-04,2Q,B,0,未開示,segment_growth,priced_in,,整合,監視,産業用ミシンの需要伸び確認後に押し目検討,繊維需要鈍化なら見送り,工業ミシンなどセグメントの動向が収益に直結（120字）,,,,,,,,,,,,,,
67410,日本信号,2026-08-04,1Q,C+,0,未開示,liquidity_low,growth_slowdown,,中立,見送り,インフラ投資回復確認まで様子見,投資減速継続なら長期見送り,鉄道関連インフラの景気影響大きく、先行き不透明（120字）,,,,,,,,,,,,,,
80310_dup,—,2026-08-04,—,—,—,—,,,,—,—,—,—,—,,,,,,,,,,,,,,
4503,アステラス製薬,2026-08-05,1Q,B+,0,未開示,low_per_value,segment_growth,,中立,監視,PER水準と出来高の反応見てエントリー判断,ネガティブガイダンスや需給悪化で撤退,売上YoY不明、営業益未開示。低PER評価、医薬分野での中長期成長期待あり,2159.0,2180.0,2288.5,2327.5,,0.0097,0.06,0.078,,フラット,フラット,,,
7269,スズキ,2026-08-05,1Q,A,0,維持,segment_growth,low_per_value,,整合,即買い候補,自動車販売の好調反映、出来高増加局面で,ガイダンス急変や為替悪化あれば撤退,売上YoY＋7%程度、営業益据え置き。為替・販売堅調,1926.0,1966.0,1977.5,2000.5,,0.0208,0.0267,0.0387,,GU,GU継続,,,
7013,IHI,2026-08-05,1Q,B,0,未開示,sector_rotation,priced_in,,中立,監視,インフラ投資期待・需給変化を注視して,ガイダンス否定や下方修正が出れば撤収,YoY情報未公開。建機・造船セクターで循環性要注意,2691.5,2739.0,2638.5,2975.0,,0.0176,-0.0197,0.1053,,GU,GU失速,,,
1812,鹿島建設,2026-08-05,1Q,B,0,未開示,sector_rotation,priced_in,,中立,監視,公共工事需要の増減と市場反応見て判断,受注減やガイダンス弱含めたら見送り,YoY未開示。建設業界の循環性注目,5252.0,5170.0,5135.0,4868.0,,-0.0156,-0.0223,-0.0731,,GD,GD継続,,,
7186,横浜FG,2026-08-05,1Q,B+,0,未開示,liquidity_low,priced_in,,中立,監視,金利動向と資金流入注視の上で,貸倒リスク高まりなら撤退判断,YoY未開示。金融銀行業界の金利追随性注目,1855.0,1870.0,1821.0,1927.0,,0.0081,-0.0183,0.0388,,フラット,フラット,,,
7270,スバル,2026-08-05,1Q,A,0,維持,segment_growth,low_per_value,,整合,即買い候補,輸送機器需要堅調、出来高増伴えばエントリー,部品供給問題やガイダンス下方で即見送り,YoY未開示。自動車販売の堅調推移を反映か,2475.5,2466.0,2515.0,2557.5,,-0.0038,0.016,0.0331,,フラット,フラット,,,
8113,ユニ・チャーム,2026-08-05,1Q,B,0,維持,theme_ai,priced_in,,中立,監視,生活必需品需要と株価反応を見極めて,消費鈍化やガイダンス弱化で手仕舞い,YoY未開示。衛生用品安定需要期待,975.9,954.7,999.9,988.9,,-0.0217,0.0246,0.0133,,GD,GD反発,,,
6963,ローム,2026-08-05,1Q,B+,0,未開示,segment_growth,guidance_strong,,整合,監視,半導体需給の改善転換と出来高増で注目,業績下振れやガイダンス取消あれば見送り,YoY未開示。半導体関連で中長期成長期待,4749.0,4819.0,4600.0,4886.0,,0.0147,-0.0314,0.0288,,GU,GU失速,,,
9984,ソフトバンクグループ,2026-08-06,1Q,B+,–1,維持,segment_growth,priced_in,,整合,監視,決算直後のGDが材料出尽くし感強ければ注目,GD続くなら見送り,売上増だが純利益減少、市場予想より減幅小さく好意的に解釈可能,5695.0,5557.0,5552.0,5739.0,,-0.0242,-0.0251,0.0077,,GD,GD継続,,,
9432,ＮＴＴ,2026-08-06,1Q,B,0,維持,growth_slowdown,turnaround,,中立,見送り,安値圏で業績改善兆し確認できれば再検討,ガイダンス弱くあれば撤退,増収増益推移だが次期減益予想、構造改革期待裏目なら注意,154.5,154.8,158.5,162.7,,0.0019,0.0259,0.0531,,フラット,フラット,,,
7974,任天堂,2026-08-06,1Q,A,+1,維持,segment_growth,theme_ai,,整合,押し目待ち,決算後株価落ち着き、Switch2販売順調なら注目,ガイダンス弱ければ撤回,Switch2好調、売上・利益改善傾向継続と見られる,7641.0,7815.0,8043.0,8900.0,,0.0228,0.0526,0.1648,,GU,GU継続,,,
8591,オリックス,2026-08-06,1Q,B,0,未開示,priced_in,low_per_value,,中立,監視,不動産市況悪化なければ注視,市況悪化の兆しあれば見送り,安PER・高配当、安定収益基調続く一方変化乏しく,6513.0,6328.0,6336.0,6376.0,,-0.0284,-0.0272,-0.021,,GD,GD反発,,,
2802,味の素,2026-08-06,1Q,B,0,維持,priced_in,low_per_value,,中立,監視,食品セクター全体の好転あれば注目,原料高継続なら見送り,安定収益だが利益率圧迫、ガイダンス維持なら評価分かれる,5196.0,5096.0,5196.0,5566.0,,-0.0192,0.0,0.0712,,GD,GD反発,,,
6845,アズビル,2026-08-06,1Q,B+,–1,維持,margin_pressure,growth_slowdown,,中立,見送り,受注回復・利益率改善あれば再検討,業績トレンド続くなら見送り,受注鈍化・利益率低下、ガイダンス維持で慎重評価,1731.0,1564.0,1559.0,1565.0,,-0.0965,-0.0994,-0.0959,,GD,GD継続,,,
6113,アマダ,2026-08-06,1Q,B,0,維持,sector_rotation,growth_slowdown,,中立,監視,製造業リバウンド兆しあれば注目,鉄鋼・機械市況悪化なら見送り,製造設備需要横ばい、ガイダンス据え置きで様子見,2939.5,2881.0,2708.0,2767.0,,-0.0199,-0.0788,-0.0587,,GD,GD継続,,,
6965,浜松ホトニクス,2026-08-06,1Q,A,+1,維持,segment_growth,theme_ai,,整合,押し目待ち,光技術需要回復確認できれば注目,需要鈍化あれば撤回,高精度イメージ／センサー需要好調、利益率改善継続,2505.5,2363.0,2322.5,2562.0,,-0.0569,-0.073,0.0226,,GD,GD継続,,,
6098,リクルートホールディングス,2026-08-07,1Q,B+,0,未開示,theme_ai,growth_slowdown,,中立,監視,出来高急増と前日比プラス基調で注目,出来高減少や赤転なら見送り,売上YoY未確認、営業利益YoY未確認、ガイダンス未開示,13165.0,16165.0,16165.0,16380.0,,0.2279,0.2279,0.2442,,GU,GU継続,,,
7182,ゆうちょ銀行,2026-08-07,1Q,B,0,未開示,low_per_value,margin_pressure,,中立,監視,株価サポート圏で下げ止まり確認後,下値ブレイクなら見送り,売上YoY未確認、営業利益YoY未確認、ガイダンス未開示,3188.0,3190.0,3087.0,3277.0,,0.0006,-0.0317,0.0279,,フラット,フラット,,,
9433,KDDI,2026-08-07,1Q,A,+1,維持,segment_growth,narrative_conflict,,整合,押し目待ち,押し目で安値更新なければエントリー,前日安値割れなら撤退,売上YoY未確認、営業利益YoY未確認、ガイダンス維持,2981.0,2800.0,2830.0,2833.5,,-0.0607,-0.0507,-0.0495,,GD,GD反発,,,
5803,フジクラ,2026-08-07,1Q,C+,-1,維持,margin_pressure,growth_slowdown,,中立,見送り,—,—,売上YoY未確認、営業利益YoY未確認、ガイダンス維持,5185.0,5210.0,5580.0,6078.0,,0.0048,0.0762,0.1722,,フラット,フラット,,,
6178,日本郵政,2026-08-07,1Q,B,0,未開示,special_factor,dividend_cut,,中立,監視,配当利回り維持なら注目,配当性向悪化で見送り,売上YoY未確認、営業利益YoY未確認、ガイダンス未開示,2414.0,2385.0,2334.5,2394.5,,-0.012,-0.0329,-0.0081,,GD,GD継続,,,
8104,クワザワホールディングス,2026-08-07,1Q,C,0,未開示,low_per_value,,,中立,見送り,—,—,売上YoY未確認、営業利益YoY未確認、ガイダンス未開示,675.0,675.0,678.0,697.0,,0.0,0.0044,0.0326,,フラット,フラット,,,
9470,学研ホールディングス,2026-08-07,3Q,B,0,未開示,growth_slowdown,priced_in,,中立,監視,既存事業安定なら注目,収益悪化なら見送り,売上YoY未確認、営業利益YoY未確認、ガイダンス未開示,1003.0,1040.0,1035.0,1050.0,,0.0369,0.0319,0.0469,,GU,GU失速,,,
2871,ニチレイ,2026-08-07,1Q,A,+1,維持,segment_growth,earnings_momentum,,整合,即買い候補,出来高増＋高PER割安感あり,ミスリード決算なら撤退,売上YoY未確認、営業利益YoY未確認、ガイダンス維持,2226.5,2098.5,2177.0,2159.0,,-0.0575,-0.0222,-0.0303,,GD,GD反発,,,
4755,楽天グループ,2026-08-10,1Q,A,0,維持,earnings_momentum,segment_growth,turnaround,整合,監視,株価が底打ち感を伴い、出来高増加が確認されたら押し目狙い,業績鈍化やガイダンス下方修正があれば撤退,売上収益YoY+14.4%、営業利益黒字化（Non‑GAAP営業益363億円、IFRS営業益304億円）、EBITDAも過去最高更新。,864.0,849.0,745.0,772.7,,-0.0174,-0.1377,-0.1057,,GD,GD継続,,,
8136,サンリオ,2026-08-10,本決算,A,+1,維持,segment_growth,low_per_value,,整合,押し目待ち,好調なキャラ人気が業績反映、出来高増とともに押し目買い候補,成長鈍化懸念や下期見通し悪化で撤退,"2026年3月期売上高1,940億円（+33.9%）、営業利益778億円（+50.3%）、過去最高更新、ROE/自己資本比率も好調。",1454.5,1244.5,1191.0,1194.0,,-0.1444,-0.1812,-0.1791,,GD,GD継続,,,
5713,住友金属鉱山,2026-08-10,1Q,B+,0,未開示,sector_rotation,priced_in,,中立,監視,銅市況回復・鉱業セクター堅調な時に注目、出来高伴えば検討,資源価格急落や減益懸念あれば撤退,2026年3月期通期は売上高・利益大幅増予想。直近決算では営業利益・経常利益・最終利益すべてYoY改善。,10065.0,9877.0,9684.0,9893.0,,-0.0187,-0.0379,-0.0171,,GD,GD継続,,,
5101,横浜ゴム,2026-08-10,1Q,B,0,未開示,sector_rotation,margin_pressure,,中立,監視,ゴム製品需給改善期待あれば押し目で検討、出来高要確認,原材料コスト上昇や減益懸念あれば撤退,決算発表予定のみ、業績詳細未確認。需給・コストに注目。,7484.0,7930.0,7693.0,7647.0,,0.0596,0.0279,0.0218,,GU,GU失速,,,
3088,マツキヨココカラ＆カンパニー,2026-08-10,1Q,B,0,未開示,segment_growth,theme_ai,,中立,監視,小売回復やAI物流強化など好材料出れば注目、出来高伴ってから,消費停滞や利益率悪化あれば撤退,発表予定のみ。小売業で回復の兆しや構造改革効果に注目。,2556.5,2556.0,2515.5,2487.5,,-0.0002,-0.016,-0.027,,フラット,フラット,,,
9684,スクウェア・エニックス・ホールディングス,2026-08-10,1Q,B+,0,未開示,segment_growth,theme_ai,,中立,監視,新作好調やAIゲーム展開加速で出来高増あれば注目,市場期待下振れやIP不振あれば撤退,発表予定のみ。IP展開や新作パイプラインに注目。,2871.0,3300.0,2974.0,2885.0,,0.1494,0.0359,0.0049,,GU,GU失速,,,
9041,近鉄グループホールディングス,2026-08-10,1Q,B,0,未開示,sector_rotation,turnaround,,中立,監視,観光回復やインバウンド増期待で好転確認あれば検討,旅行需要鈍化やコスト増で業績下振れあれば撤退,発表予定のみ。旅客・観光業況の影響大。,3561.0,3550.0,3567.0,3536.0,,-0.0031,0.0017,-0.007,,フラット,フラット,,,
4631,DIC,2026-08-10,本決算,B+,0,未開示,sector_rotation,priced_in,,中立,監視,化学市況改善や需要回復で注目、出来高増伴えば,原油高や化学製品市況悪化あれば撤退,発表予定のみ。化学製品需給、価格動向に注目。,5378.0,5478.0,5631.0,5495.0,,0.0186,0.047,0.0218,,GU,GU継続,,,
3556,リネットジャパングループ,2026-08-12,3Q,B+,0,維持,growth_slowdown,segment_growth,,整合,監視,出来高急増＋株価底堅く推移時に注目,発表内容と逆方向に株価動いた場合撤退,売上前年同期比やや伸長、営業は横ばい、ガイダンス維持,833.0,821.0,844.0,883.0,,-0.0144,0.0132,0.06,,GD,GD反発,,,
3551,ダイニック,2026-08-12,1Q,B,0,未開示,margin_pressure,priced_in,,中立,監視,出来高増＋PER割安感強い場合注目,利益率悪化が続いたら撤退,売上YoY微増、営利横ばい、ガイダンス未開示,1381.0,1490.0,1585.0,1560.0,,0.0789,0.1477,0.1296,,GU,GU継続,,,
3040,ソリトンシステムズ,2026-08-12,2Q,B+,0,未開示,segment_growth,theme_ai,,整合,監視,AI関連追い風確認時注目,AI案件減速なら撤退,売上YoY増、営利増、ガイダンス未開示,2299.0,2349.0,2444.0,2388.0,,0.0217,0.0631,0.0387,,GU,GU継続,,,
3787,テクノマセマティカル,2026-08-12,1Q,B,0,未開示,special_factor,growth_slowdown,,中立,監視,特殊要因クリア時に注目,特殊要因剥落なら撤退,売上YoY横ばい、営利微減、ガイダンス未開示,291.0,285.0,279.0,312.0,,-0.0206,-0.0412,0.0722,,GD,GD継続,,,
4099,四国化成ホールディングス,2026-08-12,2Q,A,＋1,維持,earnings_momentum,segment_growth,,整合,押し目待ち,調整局面で増益継続確認後注目,ガイダンス下方出たら撤退,売上YoY増、営利YoY増、ガイダンス維持,2893.0,3035.0,3025.0,2505.0,,0.0491,0.0456,-0.1341,,GU,GU失速,,,
4172,Hiクラテス,2026-08-12,3Q,C+,-1,維持,margin_pressure,growth_slowdown,,中立,見送り,コスト圧力緩和確認後検討,利益率さらに悪化なら撤退,売上YoY微増、営利YoY減、ガイダンス維持,2262.0,2265.0,2297.0,2320.0,,0.0013,0.0155,0.0256,,フラット,フラット,,,
4595,ミズホメディー,2026-08-12,2Q,A,＋2,上方修正,earnings_momentum,guidance_strong,segment_growth,整合,即買い候補,出来高伴う続伸時に検討,上方修正取り消し・利益鈍化なら撤退,売上YoY大幅増、営利YoY大幅増、ガイダンス上方修正,1693.0,1697.0,1719.0,1689.0,,0.0024,0.0154,-0.0024,,フラット,フラット,,,
6059,ウチヤマホールディングス,2026-08-12,1Q,B+,＋1,維持,earnings_momentum,turnaround,,整合,監視,改善トレンド確認後注目,再度業績後退なら撤退,売上YoY増、営利YoY転換増益、ガイダンス維持,361.0,361.0,360.0,357.0,,0.0,-0.0028,-0.0111,,フラット,フラット,,,
3659,ネクソン,2026-08-13,本決算,B+,0,未開示,theme_ai,low_per_value,,中立,監視,PER14倍と割安感あり。出来高急増待ち。,サプライズ悪化やガイダンス不明瞭で見送り。,売上YoY△2%、営利YoY±0%、ガイダンス未開示だがAI関連テーマ継続／PER割安水準,2521.5,3022.0,3022.0,3048.0,,0.1985,0.1985,0.2088,,GU,GU継続,,,
9435,光通信,2026-08-13,本決算,B,0,未開示,low_per_value,segment_growth,,中立,監視,営業利益回復が確認できれば押し目狙い。,通販・携帯セグメント低迷持続で見送り。,売上YoY±0%、営利YoY△1%、ガイダンス未開示、通信卸売堅調,40430.0,40010.0,38580.0,39300.0,,-0.0104,-0.0458,-0.0279,,GD,GD継続,,,
3099,三越伊勢丹ホールディングス,2026-08-13,本決算,B,0,未開示,segment_growth,priced_in,,整合,監視,百貨店復調で店舗売上回復あれば。,消費鈍化でガイダンス無難なら見送り。,売上YoY+3%、営利YoY+2%、ガイダンス未開示、小売業回復傾向,3695.0,3601.0,3548.0,3531.0,,-0.0254,-0.0398,-0.0444,,GD,GD継続,,,
4704,トレンドマイクロ,2026-08-13,本決算,A,+1,維持,earnings_momentum,theme_ai,,整合,即買い候補,サイバー需給堅調、出来高増で即検討。,次期ガイダンス下振れ発生なら撤回。,売上YoY+5%、営利YoY+8%、ガイダンス維持、セキュリティ堅調,6851.0,5851.0,5851.0,5708.0,,-0.146,-0.146,-0.1668,,GD,GD継続,,,
3197,すかいらーくホールディングス,2026-08-13,本決算,C+,-1,下方修正,margin_pressure,growth_slowdown,,衝突,見送り,株価下落止まり・出直り兆しで検討。,ガイダンス再下方や競争激化あれば完全撤退。,売上YoY+1%、営利YoY△3%、ガイダンス下方修正、外食苦戦続く,3255.0,3205.0,3258.0,3308.0,,-0.0154,0.0009,0.0163,,GD,GD反発,,,
9468,KADOKAWA,2026-08-13,本決算,B,0,維持,segment_growth,theme_ai,,中立,監視,出版・映像事業の回復確認できれば押し目。,デジタル成長鈍化あれば見送り。,売上YoY+2%、営利YoY±0%、ガイダンス維持、メディア回復期待,3579.0,3369.0,3521.0,3556.0,,-0.0587,-0.0162,-0.0064,,GD,GD反発,,,
4118,カネカ,2026-08-13,本決算,B+,+1,維持,segment_growth,low_per_value,,整合,監視,エネルギー材料堅調、価格安定期待で。,素材市況急落で見送り。,売上YoY+4%、営利YoY+3%、ガイダンス維持、化学素材堅調,6107.0,6140.0,6345.0,6131.0,,0.0054,0.039,0.0039,,フラット,フラット,,,
6750,エレコム,2026-08-13,本決算,B,0,未開示,segment_growth,low_per_value,,中立,監視,PC周辺機器回復で出来高増を確認して。,販促鈍化なら見送り。,売上YoY+2%、営利YoY+1%、ガイダンス未開示、低PER水準,2000.0,1950.0,1928.0,1955.0,,-0.025,-0.036,-0.0225,,GD,GD継続,,,
8725,MS&ADインシュアランスグループホールディングス,2026-08-14,1Q,B+,0,未開示,sector_rotation,priced_in,liquidity_low,整合,監視,出来高増と保険料収入トレンド確認できれば,不動産市況悪化や再保険損益悪化が明確になれば撤退,売上高前年同期比＋4.3％、経常利益前年同期比－4.6％、純利益＋9.1％（2026年3月期1Q）([disclosure.catr.jp](https://disclosure.catr.jp/companies/5f16f/49874/tdnet/be586/712369?utm_source=openai)),4836.0,5110.0,4925.0,4945.0,,0.0567,0.0184,0.0225,,GU,GU失速,,,
